id,title,genres,cast,director,overview
484718,Coming 2 America,Comedy,Eddie Murphy Arsenio Hall Jermaine Fowler,Craig Brewer,"Prince Akeem Joffer is set to become King of Zamunda when he discovers he has a son he never knew about in America – a street savvy Queens native named Lavelle. Honoring his royal father's dying wish to groom this son as the crown prince, Akeem and Semmi set off to America once again."
27579,The American,Crime Drama Thriller,George Clooney Violante Placido Thekla Reuten,Anton Corbijn,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him."
10358,Zack and Miri Make a Porno,Comedy Romance,Seth Rogen Elizabeth Banks Craig Robinson,Kevin Smith,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought."
406,La Haine,Drama,Vincent Cassel Hubert Koundé Saïd Taghmaoui,Mathieu Kassovitz,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police."
678512,Sound of Freedom,Action Drama,Jim Caviezel Mira Sorvino Bill Camp,Alejandro Monteverde,"The story of Tim Ballard, a former US government agent, who quits his job in order to devote his life to rescuing children from global sex traffickers."
59859,Kick-Ass 2,Action Adventure Crime,Aaron Taylor-Johnson Chloë Grace Moretz Christopher Mintz-Plasse,Jeff Wadlow,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation."
8065,21,Drama Crime,Jim Sturgess Kevin Spacey Kate Bosworth,Robert Luketic,"Ben Campbell is a young, highly intelligent student at M.I.T. who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine to become a doctor, Ben learns that he cannot afford the $300,000 tuition as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor to a small but secretive club of five students, Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa to count cards at blackjack."
1333100,Attack on Titan: THE LAST ATTACK,Animation Action Adventure Drama,Yuki Kaji Yui Ishikawa Marina Inoue,Yuichiro Hayashi,"A colossal-sized omnibus film bringing together the last two episodes of Attack on Titan in the franchise's first-ever theatrical experience. After venturing beyond the walls and separated from his comrades, Eren finds himself inspired by this new truth and plots the ""Rumbling,"" a terrifying plan to eradicate every living thing in the world. With the fate of the world hanging in the balance, a motley crew of Eren's former comrades and enemies scramble to halt his deadly mission. The only question is, can they stop him?"
1272,Sunshine,Science Fiction Thriller,Cillian Murphy Rose Byrne Chris Evans,Danny Boyle,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope."
483685,Tokyo Ghoul: Jack,Horror Action Animation Drama,Saori Hayami Daisuke Namikawa Ryohei Kimura,Soichi Shimada,"Who needs school, who needs baseball, and who needs friends? That's the attitude of high school delinquent, Taishi Fura, who became a loner after falling out with his peers. One day, he witnesses the brutal attack of a ghoul, which left one of his former friends in the hospital and the other dead. Determined to avenge them, Fura decides to pursue the man-eating monster.  His efforts allow him to cross paths with Kishou Arima, a quiet student who also attends his high school. Arima, however, is no ordinary student. Despite his young age, he is a full-fledged investigator of the CCG, a government task force that strives to deal with the ghoul threat. Together, Fura and Arima hunt down the ghoul, known as Lantern, but it soon becomes apparent the monster may be closer than anyone suspects.  In this side story, Tokyo Ghoul: ""Jack"" offers a glimpse into the past of Kishou Arima, well before he ever became the CCG's feared God of Death."
8467,Dumb and Dumber,Comedy,Jim Carrey Jeff Daniels Lauren Holly,Peter Farrelly,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart."
3082,Modern Times,Comedy Drama Romance,Charlie Chaplin Paulette Goddard Henry Bergman,Charlie Chaplin,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time.."
11430,The Lion King 1½,Family Animation Comedy Adventure,Nathan Lane Ernie Sabella Julie Kavner,Bradley Raymond,Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.
1452,Superman Returns,Science Fiction Action Adventure,Brandon Routh Kate Bosworth Kevin Spacey,Bryan Singer,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel."
1445363,EPiC: Elvis Presley in Concert,Music Documentary,Elvis Presley James Burton John Wilkinson,Baz Luhrmann,"Long-lost footage from Elvis Presley's legendary Las Vegas residency in the 1970s woven together with rare 16mm footage from Elvis on Tour, and 8mm from the Graceland archive, plus recordings of Elvis telling ""his side of the story"" rediscovered during Baz Luhrmann's research for his 2022 film, Elvis."
1653996,Perros y Diablos,Drama Thriller,Aquilino Gamazo Antonio Coca Joaquín Núñez,,
1078023,The King of Snipers,Action Crime Comedy War,Yang Xing Henry Prince Mak Li Donghe,Chris Huo,"The genius sniper Anna is forced to accept an assassination assignment. In the process, she gradually finds her true calling to fight for kindness and to defend a greater love. Tai, a special agent for the UN army, stands up for justice when drug lords try to harm innocent citizens. The two join forces to block the bill to legalize drug cultivation and distribution in Libiwala. They fight to the death with the drug lord Luo Jie and eventually foil his plans, protecting the people from the drugs. This is the exciting story of them working together to save a nation."
68724,Elysium,Science Fiction Action Drama Thriller,Matt Damon Jodie Foster Sharlto Copley,Neill Blomkamp,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government official, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds."
508965,Klaus,Animation Family Comedy,Jason Schwartzman J.K. Simmons Rashida Jones,Sergio Pablos,"A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it."
1047041,Detective Conan: Black Iron Submarine,Animation Action Crime Mystery,Minami Takayama Wakana Yamazaki Rikiya Koyama,Yuzuru Tachikawa,"While visiting Hachijo-jima, Conan sneaks aboard a security boat heading to the Pacific Buoy, an off-shore facility constructed near the coasts built to connect surveillance cameras used by police forces around the world. However, an engineer gets abducted! An eerie sound of a propeller hums underwater as a dark figure begins to creep toward Ai Haibara... When the forbidden Black Box is opened, the sealed-away past will surface above the treacherous waves!"
8068,Desperado,Thriller Action Crime,Antonio Banderas Salma Hayek Pinault Joaquim de Almeida,Robert Rodriguez,"El Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his friend and a beautiful bookstore owner, El Mariachi tracks Bucho, takes on his army of desperados, and leaves his own trail of blood."
10515,Castle in the Sky,Adventure Fantasy Animation Action Family,Keiko Yokozawa Mayumi Tanaka Minori Terada,Hayao Miyazaki,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
937101,In the Morning of La Petite Mort,,Yûsuke Fukuchi Wang Yun-chih Ivy Yin,Wang Yu-lin,"A provocative erotic drama about a Japanese food delivery man, a Taiwanese prostitute and a Filipino cleaner who are swept up by their insatiable appetites for sex."
176241,Prison Break: The Final Break,Action Drama Thriller,Wentworth Miller Sarah Wayne Callies Dominic Purcell,Kevin Hooks,"Michael and Sara wed, but the happiness is short-lived when the Feds apprehend her for the murder of Michael's mother, Christina. Once a hit is ordered on Sara, the team reunite to break out the increasingly vulnerable target."
1029955,Kinds of Kindness,Drama Comedy,Emma Stone Jesse Plemons Willem Dafoe,Yorgos Lanthimos,"A triptych fable following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a prodigious spiritual leader."
9637,Scooby-Doo,Mystery Adventure Comedy,Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard,Raja Gosnell,"When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings."
297608,The Taking of Deborah Logan,Horror Mystery,Jill Larson Anne Ramsay Michelle Ang,Adam Robitel,"What starts as a poignant medical documentary about Deborah Logan's descent into Alzheimer's disease and her daughter's struggles as caregiver degenerates into a maddening portrayal of dementia at its most frightening, as hair-raising events begin to plague the family and crew and an unspeakable malevolence threatens to tear the very fabric of sanity from them all."
419743,Disobedience,Drama Romance,Rachel Weisz Rachel McAdams Alessandro Nivola,Sebastián Lelio,"New York photographer Ronit flies to London after learning about the death of her estranged father. Ronit is returning to the same Orthodox Jewish community that shunned her decades earlier for her childhood attraction to Esti, a female friend. Their fortuitous and happy reunion soon reignites their burning passion as the two women explore the boundaries of faith and sexuality."
298,Ocean's Thirteen,Crime Thriller,George Clooney Brad Pitt Al Pacino,Steven Soderbergh,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy."
776797,The Sadness,Horror Thriller,Berant Zhu Regina Lei Wang Tzu-chiang,Rob Jabbaz,"A young couple is pushed to the limits of sanity as they attempt to be reunited amid the chaos of a pandemic outbreak. The streets erupt into violence and depravity, as those infected are driven to enact the most cruel and ghastly things imaginable."
581576,Amphibian Man,Science Fiction,,,"St. Petersburg, 1900. There is a war between the land and the underwater world: at night, the Sea Devil attacks ships in the Gulf of Finland, and the inventor and industrialist Maxim Naydenov hunts for a semi-mythical monster. Searches Maxim with the mysterious Gala, a girl from the coast, but the hero does not yet know that his lover is not what she seems at first glance, and in this battle she may not be on his side..."
1359607,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,Animation Comedy Fantasy,Maria Naganawa Mutsumi Tamura Yuuki Kuwahara,Tatsuya Ishihara,"Miss Kobayashi, Tohru, Kanna, and Iruru's peaceful lives are shattered when Kanna's father, Kimun Kamui, leader of the Chaos Forces, arrives and forces her to return to the Dragon World to fix a past mistake. With a war brewing between Chaos and Harmony, Kanna must find a way to unite the two worlds but is torn between her loyalty to her friends and her father's demands. Miss Kobayashi, however, refuses to let her go and tries to mend Kanna and Kamui's broken bond. As dragons clash, Iruru uncovers a hidden force manipulating the war. Can they stop the war before it consumes both worlds?"
385128,F9,Action Adventure Crime,Vin Diesel Michelle Rodriguez Tyrese Gibson,Justin Lin,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.
12139,Dennis the Menace,Family Comedy,Walter Matthau Mason Gamble Joan Plowright,Nick Castle,Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.
212778,Chef,Comedy,Jon Favreau John Leguizamo Bobby Cannavale,Jon Favreau,"When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love."
9595,Hot Shots!,Action Comedy War,Charlie Sheen Cary Elwes Valeria Golino,Jim Abrahams,"The gang that created Airplane! and The Naked Gun sets its sights on Top Gun in this spoof. Topper Harley is a talented but unstable fighter pilot with an axe to grind: clearing the family name. His mission is to avenge his father and save a mission sabotaged by greedy weapons manufacturers. He also gets involved in a relationship with Ramada Thompson, a woman with an unusually talented stomach. Hot Shots! makes fun of a variety of other films, from Dances with Wolves to The Fabulous Baker Boys."
400160,The SpongeBob Movie: Sponge on the Run,Family Comedy Adventure Animation,Tom Kenny Bill Fagerbakke Rodger Bumpass,Tim Hill,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal."
947,Lawrence of Arabia,Adventure History War,Peter O'Toole Alec Guinness Omar Sharif,David Lean,"During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks."
3981,What Women Want,Comedy Romance,Mel Gibson Helen Hunt Marisa Tomei,Nancy Meyers,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him."
267935,The BFG,Adventure Family Fantasy,Mark Rylance Ruby Barnhill Rebecca Hall,Steven Spielberg,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world."
945729,A Haunting in Venice,Mystery Thriller Crime,Kenneth Branagh Kyle Allen Camille Cottin,Kenneth Branagh,"Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets."
9312,Mortal Kombat,Action Fantasy,Robin Shou Linden Ashby Bridgette Wilson-Sampras,Paul W. S. Anderson,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes."
65759,Happy Feet Two,Animation Comedy Family,Elijah Wood Robin Williams P!nk,George Miller,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters the Mighty Sven — a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to bring together the penguin nations and their allies to set things right."
127585,X-Men: Days of Future Past,Action Adventure Science Fiction,Hugh Jackman James McAvoy Michael Fassbender,Bryan Singer,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.
926670,Henry Danger: The Movie,Action Comedy Family Science Fiction,Jace Norman Sean Ryan Fox Ella Anderson,Joe Menendez,"Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever."
521029,Annabelle Comes Home,Horror,Mckenna Grace Madison Iseman Katie Sarife,Gary Dauberman,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends."
1088166,Relay,Action Drama Thriller,Riz Ahmed Lily James Sam Worthington,David Mackenzie,A broker of lucrative payoffs between corrupt corporations and the individuals who threaten them breaks his own rules when a new client seeks his protection to stay alive.
339692,Shot Caller,Crime Drama Thriller,Nikolaj Coster-Waldau Omari Hardwick Jon Bernthal,Ric Roman Waugh,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.
451048,Jungle Cruise,Fantasy Adventure Action,Dwayne Johnson Emily Blunt Edgar Ramírez,Jaume Collet-Serra,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine."
228967,The Interview,Action Comedy,James Franco Seth Rogen Lizzy Caplan,Evan Goldberg,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission."
1383247,Agent Zero,Action Thriller,Marine Vacth Niels Schneider Emmanuelle Bercot,Guillaume de Fontenay,"When police officer Ilias is shot and left in a coma, Alma must reconnect with her former identity as Badh, a ruthless intelligence operative and skilled assassin. She brutally eliminates members of the Khoury family one by one, unleashing the fury of their leader Mansour, only to discover that Mansour is working with Joana, her former secret service unit officer."
87516,Oldboy,Drama Thriller Mystery Action,Josh Brolin Elizabeth Olsen Sharlto Copley,Spike Lee,A man has only three and a half days and limited resources to discover why he was imprisoned in a nondescript room for 20 years without any explanation.
1147710,Hijack 1971,Action Thriller Crime,Ha Jung-woo Yeo Jin-goo Sung Dong-il,Kim Sung-han,"In the year 1971, former Korean Air Force fighter pilot Tae-In (Ha Jung-Woo) works as a pilot for a commercial airline. He faces a crisis inside a hijacked flight with the passengers, including Yong-Dae (Yeo Jin-Goo), and his crew members, including Captain Kyu-Sik (Sung Dong-Il) and Flight Attendant Ok-Soon (Chae Soo-Bin)."
15567,Stitch! The Movie,Comedy Family Animation Science Fiction,Daveigh Chase Chris Sanders Tia Carrere,Bobs Gannaway,"The continuing adventures of Lilo, a little Hawaiian girl, and Stitch, the galaxy's most-wanted extraterrestrial. Stitch, Pleakley, and Dr. Jumba are all part of the household now, but what Lilo and Stitch don't know is that Dr. Jumba brought his other alien ""experiments"" to Hawaiʻi as well."
924482,The Ledge,Thriller Adventure,Brittany Ashworth Nathan Welsh Anaïs Parello,Howard J. Ford,"A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight knit group of friends who will stop at nothing to destroy the evidence and anyone in their way."
302946,The Accountant,Crime Thriller Drama,Ben Affleck Anna Kendrick J.K. Simmons,Gavin O'Connor,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise."
9655,She's the Man,Comedy Romance,Amanda Bynes Channing Tatum Laura Ramsey,Andy Fickman,"Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus."
22804,Saw VI,Horror Thriller,Tobin Bell Costas Mandylor Mark Rolston,Kevin Greutert,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood."
1641965,Untold: Jail Blazers,Documentary,Rasheed Wallace Damon Stoudamire Bonzi Wells,Sascha Gardner,Volatile players. Criminal charges. National headlines. Portland's championship-caliber NBA team implodes spectacularly in this unflinching documentary.
27576,Salt,Action Mystery Thriller,Angelina Jolie Liev Schreiber Chiwetel Ejiofor,Phillip Noyce,"As a CIA officer, Evelyn Salt swore an oath to duty, honor, and country. Her loyalty will be tested when a Russian defector accuses her of being a Russian sleeper spy. She goes on the run, using all her skills and years of experience as a covert operative to elude capture, protect her husband, and stay one step ahead of her colleagues at the CIA. Her efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?"""
88,Dirty Dancing,Drama Music Romance,Jennifer Grey Patrick Swayze Cynthia Rhodes,Emile Ardolino,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love."
7214,Coach Carter,Drama History,Samuel L. Jackson Rob Brown Robert Ri'chard,Thomas Carter,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results."
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Action Adventure Comedy Family Science Fiction,Pete Ploszek Alan Ritchson Jeremy Howard,Dave Green,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang."
413337,Girl in the Box,Drama TV Movie,Addison Timlin Zane Holtz Zelda Williams,Stephen Kemp,"The true story of 20-year-old Colleen Stan, a hitchhiking woman abducted by a young couple and held captive for seven years, during which time she's tortured and forced to live as a slave to her captors."
346648,Paddington 2,Adventure Comedy Family,Ben Whishaw Sally Hawkins Hugh Bonneville,Paul King,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen."
2280,Big,Fantasy Drama Comedy,Tom Hanks Elizabeth Perkins Robert Loggia,Penny Marshall,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.
8656,Deep Impact,Action Drama Science Fiction,Robert Duvall Téa Leoni Elijah Wood,Mimi Leder,"A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century."
37710,The Tourist,Action Thriller Romance,Johnny Depp Angelina Jolie Paul Bettany,Florian Henckel von Donnersmarck,"American tourist Frank meets mysterious British woman Elise on the train to Venice. Romance seems to bud, but there's more to her than meets the eye."
257445,Goosebumps,Adventure Horror Comedy,Jack Black Dylan Minnette Odeya Rush,Rob Letterman,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong."
2300,Space Jam,Family Animation Science Fiction Fantasy Comedy,Michael Jordan Wayne Knight Theresa Randle,Joe Pytka,"With their freedom on the line, the Looney Tunes seek the help of NBA superstar Michael Jordan to win a basketball game against a team of moronic aliens."
1511789,Captain Hook: The Cursed Tides,Adventure Action Horror,Sean Cronin Ewen Weatherburn Cameron Ashplant,Lars Janssen,"In the aftermath of a devastating defeat by his archnemesis Admiral Smee, Captain Hook finds refuge in the coastal town of Eldritch Landing."
16318,Sex Is Zero,Comedy Romance,Im Chang-jung Ha Ji-won Choi Sung-kook,JK Youn,"Eun-sik tries to pass the state exam while studying in college after his military service. One day, he meets a beautiful woman Eun-hyo, and his life changes."
594,The Terminal,Comedy Drama,Tom Hanks Catherine Zeta-Jones Stanley Tucci,Steven Spielberg,"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there."
302156,Criminal,Action Crime Science Fiction,Kevin Costner Gary Oldman Tommy Lee Jones,Ariel Vromen,"CIA Agent Bill Pope is on a mission to track down a shadowy hacker named 'The Dutchman'. When he gets mysteriously killed, an experimental procedure transfers his memories into a dangerous ex-convict. When he wakes up Pope's memories, his mission is to eliminate The Dutchman before the hacker launches ICBMs and starts World War III."
1662,State of Grace,Drama Crime Thriller,Sean Penn Ed Harris Gary Oldman,Phil Joanou,"Hell's Kitchen, New York. Terry Noonan returns home after a ten-year absence. He soon reconnects with Jackie, a childhood friend and member of the Irish mob, and rekindles his love affair with Jackie's sister Kathleen."
46529,I Am Number Four,Action Thriller Science Fiction Adventure,Alex Pettyfer Dianna Agron Teresa Palmer,D.J. Caruso,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger."
707,A View to a Kill,Adventure Action Thriller,Roger Moore Tanya Roberts Christopher Walken,John Glen,A newly-developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin who forms a plan to destroy his only competition in Silicon Valley by triggering a massive earthquake in the San Francisco Bay.
1444249,The Highest Stakes,Thriller,Seth Green Kevin Dillon Dylan Walsh,Tony Dean Smith,"Five strangers are invited to a luxurious hotel for a high-stakes poker game. What begins as a contest for fortune quickly spirals into something far more dangerous. As tensions rise and secrets surface, the players realize the stakes aren’t just about money—they’re about survival. In a night of escalating peril, trust becomes a weapon, and every choice could seal their fate."
49520,The Change-Up,Comedy,Jason Bateman Ryan Reynolds Leslie Mann,David Dobkin,"Lifelong friends Dave and Mitch are envious of the other's life. Mitch thinks Dave has it all: a beautiful, loving family and a high-paying job at a prestigious law firm. But Dave thinks Mitch’s stress-free playboy life without obligation or consequence is the real dream come true. One fateful drunken night, they both admit that they wish they had the other’s life while peeing in a fountain when lightning strikes. The next morning, they wake up, hungover, in each other’s bodies! With time not on their side, Mitch and Dave comically struggle to avoid completely destroying each other’s lives before they can find a way to get their old ones back."
9373,The Texas Chainsaw Massacre,Horror,Jessica Biel Jonathan Tucker Andrew Bryniarski,Marcus Nispel,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers."
23827,Paranormal Activity,Horror Mystery,Katie Featherston Micah Sloat Mark Fredrichs,Oren Peli,"After a young, middle-class couple moves into what seems like a typical suburban house, they become increasingly disturbed by a presence that may or may not be demonic but is certainly the most active in the middle of the night."
305470,Power Rangers,Action Adventure Science Fiction,Dacre Montgomery RJ Cyler Ludi Lin,Dean Israelite,"Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers."
241,Natural Born Killers,Crime Thriller Drama,Woody Harrelson Juliette Lewis Robert Downey Jr.,Oliver Stone,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.
122126,The Concubine,Drama,Cho Yeo-jeong Kim Dong-wook Kim Min-jun,Kim Dae-seung,"Living a torturous life of poverty and barely able to survive, Hwa-yeon decides to offer herself as one of the king’s concubines. Once inside the royal palace, two men are immediately seized by the woman - the Grand Prince Seong-won, a megalomaniacal ruler drunk with power and lust, and Kwon-yoo, who has everything to lose if his desire for Hwa-yeon is exposed."
317442,The Last: Naruto the Movie,Action Romance Animation,Junko Takeuchi Nana Mizuki Jun Fukuyama,Tsuneo Kobayashi,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything."
794,The Omen,Horror Thriller,Gregory Peck Lee Remick David Warner,Richard Donner,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil."
1233575,Black Bag,Drama Mystery Thriller,Cate Blanchett Michael Fassbender Tom Burke,Steven Soderbergh,"When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband – also a legendary agent – faces the ultimate test of whether to be loyal to his marriage, or his country."
