id,title,genres,cast,director,overview
8009,Highlander,Adventure Action Fantasy,Christopher Lambert Roxanne Hart Clancy Brown,Russell Mulcahy,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.
9509,Man on Fire,Action Drama Thriller,Denzel Washington Dakota Fanning Christopher Walken,Tony Scott,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life."
335787,Uncharted,Action Adventure,Tom Holland Mark Wahlberg Sophia Ali,Ruben Fleischer,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother."
359724,Ford v Ferrari,Drama Action History,Matt Damon Christian Bale Jon Bernthal,James Mangold,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966."
64348,Robotrix,Action Comedy Crime Romance Science Fiction Thriller,Amy Yip Chi-Mei Chikako Aoyama Hui Hiu-Daan,Jamie Luk Kim-Ming,"When evil inventor Ryuichi Yamamoto transfers his mind into that of a powerful cyborg, he becomes a murderer and rapist. But when one of his victims, Police officer Selina Lam becomes super robot Eve-R27, she teams up with android sidekick Ann and together they seek to bring the criminally insane scientist to justice."
1125257,Freakier Friday,Comedy Fantasy Family,Lindsay Lohan Jamie Lee Curtis Julia Butters,Nisha Ganatra,"Years after Tess and Anna endured an identity crisis, Anna now has a daughter of her own and a soon-to-be stepdaughter. As they navigate the myriad challenges that come when two families merge, Tess and Anna discover lightning might indeed strike twice."
241259,Alice Through the Looking Glass,Adventure Family Fantasy,Mia Wasikowska Johnny Depp Anne Hathaway,James Bobin,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.
980489,Gran Turismo,Adventure Drama Action,Archie Madekwe David Harbour Orlando Bloom,Neill Blomkamp,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.
55846,Blitz,Crime Action Thriller,Jason Statham Paddy Considine Aidan Gillen,Elliott Lester,A tough cop is dispatched to take down a serial killer who has been targeting police officers.
22970,The Cabin in the Woods,Horror Mystery Comedy,Kristen Connolly Fran Kranz Chris Hemsworth,Drew Goddard,"Five friends set out for a weekend at a remote cabin in the woods, expecting nothing more than fun and relaxation. As night falls, they discover that something far more unsettling is at work and that nothing about their getaway is what it seems."
474350,It Chapter Two,Horror Thriller Drama,Jessica Chastain James McAvoy Bill Hader,Andy Muschietti,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call."
11013,Secretary,Romance Drama Comedy,James Spader Maggie Gyllenhaal Jeremy Davies,Steven Shainberg,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one."
322,Mystic River,Thriller Crime Drama Mystery,Sean Penn Tim Robbins Kevin Bacon,Clint Eastwood,The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.
11074,Striking Distance,Crime Action Mystery Thriller,Bruce Willis Sarah Jessica Parker Dennis Farina,Rowdy Herrington,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence."
1933,The Others,Horror Mystery Thriller,Nicole Kidman Alakina Mann James Bentley,Alejandro Amenábar,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions."
512200,Jumanji: The Next Level,Adventure Comedy Fantasy,Dwayne Johnson Kevin Hart Jack Black,Jake Kasdan,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game."
427641,Rampage,Action Adventure Science Fiction,Dwayne Johnson Naomie Harris Malin Åkerman,Brad Peyton,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend."
10020,Beauty and the Beast,Romance Family Animation Fantasy,Paige O'Hara Robby Benson Richard White,Gary Trousdale,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within."
15121,The Sound of Music,Drama Family Music Romance,Julie Andrews Christopher Plummer Eleanor Parker,Robert Wise,"In the years before World War II, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children and brings a new love of life and music into the home."
1159311,My Hero Academia: You're Next,Animation Action Adventure Science Fiction,Daiki Yamashita Meru Nukumi Mamoru Miyano,Tensai Okamura,"In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends..."
4982,American Gangster,Drama Crime,Denzel Washington Russell Crowe Josh Brolin,Ridley Scott,"Loosely based on the criminal career of Frank Lucas, a gangster from La Grange, North Carolina, who smuggled heroin into the United States on American service planes returning from the Vietnam War, before being detained by a task force led by Newark Detective Richie Roberts."
587,Big Fish,Adventure Fantasy Drama,Ewan McGregor Albert Finney Billy Crudup,Tim Burton,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures."
404368,Ralph Breaks the Internet,Animation Family Adventure Science Fiction Comedy,John C. Reilly Sarah Silverman Gal Gadot,Phil Johnston,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube."
1891,The Empire Strikes Back,Adventure Action Science Fiction,Mark Hamill Harrison Ford Carrie Fisher,Irvin Kershner,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair."
454983,The Kissing Booth,Romance Comedy,Joey King Joel Courtney Jacob Elordi,Vince Marcello,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend."
402,Basic Instinct,Thriller Mystery,Michael Douglas Sharon Stone George Dzundza,Paul Verhoeven,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story."
1181678,¿Quieres ser mi hijo?,Comedy Romance,Ludwika Paleta Juanpa Zurita Hernán Mendoza,Ihtzi Hurtado,"Lu, a conformist woman in her forties, learns that her 15-year partner has been having extramarital affairs. Starting from scratch, she gets involved in an unexpected relationship with a young womanizer."
131634,The Hunger Games: Mockingjay - Part 2,Action Adventure Science Fiction,Jennifer Lawrence Josh Hutcherson Liam Hemsworth,Francis Lawrence,"As the war between the Capitol and the districts reaches its peak, Katniss Everdeen embarks on a perilous mission to liberate Panem and confront President Snow. Joined by a team of trusted allies, she navigates deadly traps, shifting loyalties, and the heavy cost of rebellion, determined to bring freedom to her people and end the Hunger Games once and for all."
